STATION_ID,USAF,WBAN,STATION_NAME,CTRY,STATE,LATITUDE,LONGITUDE,ELEVATION_M,BEGIN_DATE,END_DATE
42456099999,424560,99999,SHEOPUR,IN,,25.667,76.683,235.0,19730101,20250824
42516099999,425160,99999,SHILLONG,IN,,25.567,91.883,1598.0,19440101,20250824
42512099999,425120,99999,SHILLONG ARPT / UMROI ARPT / BARAPANI,IN,,25.7,91.983,891.2,20151208,20250824
42083099999,420830,99999,SHIMLA,IN,,31.1,77.167,2202.0,19440101,20250824
43258099999,432580,99999,SHIVAMOGGA,IN,,13.858,75.62,630.6,20010904,20250824
42459099999,424590,99999,SHIVPURI,IN,,25.333,77.65,464.0,20020528,20250824
42577099999,425770,99999,SIDHI,IN,,24.417,81.867,272.0,19730101,20250824
42249099999,422490,99999,SIKAR,IN,,27.617,75.133,433.0,19730101,20250824
42619099999,426190,99999,SILCHAR,IN,,24.75,92.8,29.0,19440101,20250824
43117099999,431170,99999,SOLAPUR,IN,,17.628,75.935,482.8,19440101,20250824
42027099999,420270,99999,SRINAGAR,IN,,34.083,74.833,1587.0,19730101,20250824
42792099999,427920,99999,SUNDARGARH,IN,,22.117,84.033,240.0,20020620,20250824
42079099999,420790,99999,SUNDERNAGAR,IN,,31.533,76.9,874.0,20130529,20250824
42393099999,423930,99999,SUPAUL,IN,,26.133,86.583,50.0,20010905,20250824
42840099999,428400,99999,SURAT,IN,,21.2,72.833,12.0,19440101,20250824
42740099999,427400,99999,SURENDRANAGAR,IN,,22.733,71.6,74.0,19730101,20250824
